,video_id,description,short_term,long_term,normalized_short_term,probability
329,3549,"In not well lit living room, woman in low cut dress emotes, rising from sofa and raising and shaking arms. - In a dark living room, a woman with long hair jumps up from a couch and waves her arms - In a room, a woman in a dress is sitting on a sofa and jumps up fussing. - In a living room, an Asian girl pounds her fists and gets up from her chair. - An asian women is seated on a sofa in a living room and leaps to her feet, screaming, making some comments that are in a foreign language.",0.73,0.5,0.6822323524263006,4.8579993e-13
330,3560,"Police officer smashes window on passenger side of car when refused admission to car. - Two police officers stand beside a vehicle then one of them breaks the passenger window with a big stick - Outside, a person is sitting in a car, when two police officers approach and one bust the passenger window. - Two policemen talk through a car window to a woman inside then break the window with a hammer. - In a traffic stop, two policemen ask a passenger to open a door, and when they refuse, one policeman breaks the window glass and reaches in to the screams of the occupants.",0.84,0.83,0.8481709629696857,1.3309226e-14
331,3579,"Child gymnast flips backward, loosing balance and going out of line but smiling. - Young blonde girl with two-piece outfit does a backflip on a gym mat - In a gymnasium, a little caucasian girl does flips. - A little blonde girl in a bare midriff and bare feet does a back flip and lands on her feet. - A young girl is practicing a balance bar routine, but on the floor, and successfully does a jump and back-flip, to the cheers of onlookers.",0.92,0.86,0.9199999928497684,6.563186e-22
332,3592,"Outside, a long haired woman approaches a man, sitting on a park bench, from behind, places her hands over his eyes, and kisses him and then he looks up. - A man is sitting in a wood chair outside when a woman with long hair comes up, covers his eyes with her hands and kisses him - Outside on a sunny day, a man is sitting in a chair on a patio and a woman with long hair approaches from behind, covers his eyes, then kisses him. - A girl in white halter and black pants approaches the Adirondack chair outside where a young man sits, leans over and kisses him. - A boy is sitting on a lawn chair, when a young woman approaches him from behind, covers his eyes, bends over and kisses him, and then walks around to give him a greeting.",0.89,0.82,0.8888888821607738,4.2623474e-14
333,3595,"A bike race with barriers causes some to fall while others get off bikes and walk them across. - On a bike course with steps one cyclist falls off forward and a second rider falls over him - Outside in front of water, bicyclist are riding their bikes then start falling over each other at the finish line. - On a course beside a river, a line of bicyclists walk their bikes over an obstacle and most of them fall. - In a cycle race, a group of cyclists are riding over a bump-like hurdle, when one after the other fall to the ground.",0.72,0.78,0.7199999920005782,1.5026144e-17
334,3599,"Inside in hall, man points at nearby door then runs into it breaking door open. - In a house hallway, a man in green shirt leaps at a door and crashes through it - Inside a house, a young caucasian boy in a green shirt and red pant runs into a closed door at the top of the stairs. - A boy in green shirt and red pants speaks into the camera, then launches himself head first through a door and breaks it. - A young boy is showing the camera how to dive through a Piece of S___ door, and runs, headlong, into the door and breaking it into pieces as he falls though.",0.77,1.0,0.7832968519318183,1.3015898e-18
335,3603,"Bare chested man stands outside awaiting a tub of water being thrown over him when the person carrying that tub can't lift it and it ends up soaking himself. - A person in blue shirt holds a bin of water and spills it on herself rather than the person standing in front of her - Outside on a patio on a sunny day, a man holding a large bin with ice water pours it over his head while a shirtless guy talks into the camera. - Two boys are on a patio and one in a blue shirt is carrying a large blue bin, and when he tries to lift it up he spills it over himself. - Two boys are in a yard, with one talking to the camera and the other preparing to pour a container of water over the first, when the pail slips and he douses himself with the entire container of water.",0.95,0.83,0.9340191592578002,0.0
336,3624,"Green shirted man drives up outdoor informal basketball court, makes basket, then goes into wide legged stance and waves arm. - Several players on outdoors basketball court, one scores a basket then dances with a boy on crutches in background - A basketball player with green top, throws the ball to the rival team and dances on the field. - A group of men are playing basketball and one man dribbles to the basket and throws the ball in the basket and the others begin cheering. - Young white males wearing shorts and tank tops playing basketball on an outside court during the afternoon with one male jumping and stuffing the ball in the basket while others fall down and yell.",0.85,0.86,0.8239150199516501,2.1907922e-24
337,3627,"Boy lays on bedroom floor shaking a piggy bank which suddenly turns into a live piglet. - Trick video of man lying on bedroom floor putting coin in piggy bank that then moves out as real pig - A young teenager, lying the floor, does some magic and animates a piggy bank box to alive piglet, in a room. - A young man is shaking his piggy bank and it turns into a real pig who then runs away. - Young white male lying on the floor shaking a piggy bank that turns into a live pig in a bedroom setting with a television and stand.",0.87,0.92,0.8419976191812916,0.0
338,3630,"At indoor ice hockey stadium and orange shirted player skates into and knocks down a red shirted team player. - In hockey game of red/white vs white with orange uniforms, a red player is knocked down - Green pants and black pants Ice Hockey teams are playing, in an arena. - Two ice hockey players run into each other and one is knocked to the ice. - Hockey players in team uniforms showing aggressive behavior and skating action during the game at an indoor area; with the goalie in the background in the evening.",0.61,0.57,0.5794547055752206,0.00013008516
339,3647,"Bare chested boy awaits water bucket but holder of bucket drops it on his own shirted self and laughter ensues. - Outside, young man lifts blue basin of water towards another, but it spills on him instead - A young guy wearing blue shirt, pours water on his head from a blue bucket, in front of a shirtless guy, outdoors. - One young man is pretending to dump water onto another young man who does not have on a shirt, but, instead dumps it on himself. - Two young males outside during the afternoon one wearing a blue shirt and baseball cap attempting to pour cold water on the other who has no shirt on.",0.94,0.89,0.9411764639378032,1.7680113e-16
